"","ID","Name","Type","rConc","Name.1","Type.1","Value","Quality","Call","Threshold","In.Range","Out.Range","Peak.Ratio","X","X.1","Comments","PanelNumber","PlateName"
"18209","S95-A62","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"CD80","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18210","S95-A61","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"BMP7","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18211","S95-A72","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"WNT2B","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18212","S95-A71","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"TLR4","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18213","S95-A70","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"SFRP1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18214","S95-A69","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"PDGFRB","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18215","S95-A68","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"MMP1A","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18216","S95-A67","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"INS2","Test",9.46580996894077,1,"Pass",0.021487681662316,85.8702077705697,65.7665833921872,0.926164932759245,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18217","S95-A78","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"IFNG","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18218","S95-A77","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"GM13889","Test",20.762307080616,1,"Pass",0.021487681662316,82.5699809232136,65.0544673074325,0.827191024742364,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18219","S95-A76","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"FCGR1","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18220","S95-A75","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"CSF1R","Test",16.3666652269179,0,"Flag",0.021487681662316,999,83.1327077807715,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18221","S95-A74","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"CD83","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18222","S95-A73","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"CD14","Test",19.8311102547213,1,"Pass",0.021487681662316,82.1331637171324,65.6649500083325,0.893090516245933,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18223","S95-A84","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"WNT4","Test",22.0448051346596,0,"Flag",0.021487681662316,999,83.3467578739057,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18224","S95-A83","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"TLR7","Test",18.189081615366,1,"Pass",0.021487681662316,80.3951425622761,66.9147079320939,0.856148118891623,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18225","S95-A82","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"SPP1","Test",22.3647740519523,0,"Flag",0.021487681662316,999,81.92130188412,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18226","S95-A81","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"PDPN","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18227","S95-A80","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"MMP2","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18228","S95-A79","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"ITGAX","Test",17.3817817066411,0,"Flag",0.021487681662316,999,83.1189481173484,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18229","S95-A90","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"IGF1","Test",23.573987983865,0,"Flag",0.021487681662316,999,74.8398269049131,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18230","S95-A89","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"H2-AA","Test",17.3136747947307,1,"Pass",0.021487681662316,83.2565258483023,65.7092064165092,0.929593385865272,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18231","S95-A88","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"FGFR1","Test",16.3677330874309,0,"Flag",0.021487681662316,79.2280257219555,86.7415460549587,0.164403422155089,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18232","S95-A87","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"CSF2RA","Test",21.5403726591814,0,"Flag",0.021487681662316,999,87.7710171669698,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18233","S95-A86","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"CD86","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18234","S95-A85","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"CD24A","Test",15.0729623625499,1,"Pass",0.021487681662316,88.5439496228256,65.5244120604102,0.869891305979414,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18235","S95-A96","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"ZAP70","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18236","S95-A95","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"TLR9","Test",25.623756931002,0,"Flag",0.021487681662316,999,74.1651567370995,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18237","S95-A94","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"SST","Test",7.7039137709576,0,"Flag",0.021487681662316,999,83.4463962682442,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18238","S95-A93","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"PECAM1","Test",27.042694452178,0.927722116697087,"Pass",0.021487681662316,83.0923160355709,999,1,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18239","S95-A92","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"MMP3","Test",999,0,"Flag",0.021487681662316,999,999,0,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18240","S95-A91","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_95_IS_doublet_none_H11","Unknown",1,"ITGB1","Test",17.365914732626,1,"Pass",0.021487681662316,81.4294647619508,65.1015789361554,0.917926998121751,NA,NA,"","CellID","FR_RNA_T1D_MS_20251103_P1"
"18241","S96-A01","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"BCL6","Test",15.07174453,1,"Pass",0.023073164,80.31310308,65.50969835,0.943119304,NA,"BCL6","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18242","S96-A02","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CD4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CD4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18243","S96-A03","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"GATA4","Test",26.27085951,0.964544417,"Pass",0.023073164,83.34332321,999,1,NA,"GATA4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18244","S96-A04","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL17A","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL17A","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18245","S96-A05","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18246","S96-A06","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"PPARA","Test",999,0,"Flag",0.023073164,999,999,0,NA,"PPARA","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18247","S96-A07","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"AIM2","Test",999,0,"Flag",0.023073164,999,999,0,NA,"AIM2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18248","S96-A08","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CXCR3","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CXCR3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18249","S96-A09","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IFNGR1","Test",15.43340163,1,"Pass",0.023073164,77.72222275,999,1,NA,"IFNGR1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18250","S96-A10","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"ISG15","Test",14.62510239,1,"Pass",0.023073164,82.25061559,999,1,NA,"ISG15","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18251","S96-A11","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"OAS1B","Test",16.31497339,1,"Pass",0.023073164,82.19498832,999,1,NA,"OAS1B","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18252","S96-A12","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"STAT4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"STAT4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18253","S96-A13","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CCR2","Test",13.84165824,1,"Pass",0.023073164,77.22765295,999,1,NA,"CCR2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18254","S96-A14","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CD40","Test",20.49037391,0,"Flag",0.023073164,999,73.61977438,0,NA,"CD40","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18255","S96-A15","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"GSK3A","Test",12.54498477,1,"Pass",0.023073164,80.06051021,64.99648342,0.955847851,NA,"GSK3A","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18256","S96-A16","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL1R2","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL1R2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18257","S96-A17","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL4RA","Test",15.14207565,1,"Pass",0.023073164,77.37505854,999,1,NA,"IL4RA","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18258","S96-A18","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"PPARG","Test",999,0,"Flag",0.023073164,999,999,0,NA,"PPARG","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18259","S96-A19","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"BCL2","Test",16.58186255,1,"Pass",0.023073164,83.00213009,64.96017757,0.972235532,NA,"BCL2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18260","S96-A20","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CXCR4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CXCR4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18261","S96-A21","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL12RB","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL12RB","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18262","S96-A22","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"JAK1","Test",14.4566034,1,"Pass",0.023073164,82.92137887,999,1,NA,"JAK1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18263","S96-A23","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"OAS2","Test",999,0,"Flag",0.023073164,999,999,0,NA,"OAS2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18264","S96-A24","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"STAT5","Test",999,0,"Flag",0.023073164,999,999,0,NA,"STAT5","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18265","S96-A25","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CCR3","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CCR3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18266","S96-A26","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CD80","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CD80","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18267","S96-A27","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"GSK3B","Test",14.22244038,1,"Pass",0.023073164,79.0502784,67.15752304,0.96899819,NA,"GSK3B","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18268","S96-A28","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL2","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18269","S96-A29","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL5","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL5","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18270","S96-A30","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"PPARGC1A","Test",20.2115638,1,"Pass",0.023073164,78.71401183,67.09297622,0.969941975,NA,"PPARGC1A","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18271","S96-A31","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CCR1","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CCR1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18272","S96-A32","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"FYN","Test",999,0,"Flag",0.023073164,999,999,0,NA,"FYN","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18273","S96-A33","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL18R1","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL18R1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18274","S96-A34","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"JAK2","Test",999,0,"Flag",0.023073164,999,999,0,NA,"JAK2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18275","S96-A35","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"OASL1","Test",23.44836962,0,"Flag",0.023073164,999,72.56157543,0,NA,"OASL1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18276","S96-A36","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"TGFBR2","Test",999,0,"Flag",0.023073164,999,999,0,NA,"TGFBR2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18277","S96-A37","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CCR4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CCR4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18278","S96-A38","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CD86","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CD86","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18279","S96-A39","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"HPRT","Test",14.39049228,1,"Pass",0.023073164,80.31552212,999,1,NA,"HPRT","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18280","S96-A40","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL-21","Test",16.89134255,1,"Pass",0.023073164,79.64194992,999,1,NA,"IL-21","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18281","S96-A41","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL5RA","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL5RA","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18282","S96-A42","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"PTEN","Test",13.10297287,1,"Pass",0.023073164,78.18948688,999,1,NA,"PTEN","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18283","S96-A43","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CCR7","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CCR7","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18284","S96-A44","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"ICOS","Test",999,0,"Flag",0.023073164,999,999,0,NA,"ICOS","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18285","S96-A45","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL27R","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL27R","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18286","S96-A46","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"LY6E","Test",11.49465585,1,"Pass",0.023073164,80.6141665,66.73079982,0.977470729,NA,"LY6E","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18287","S96-A47","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"PD1","Test",999,0,"Flag",0.023073164,999,999,0,NA,"PD1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18288","S96-A48","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"TNFAIP3","Test",16.38185964,1,"Pass",0.023073164,81.92791168,999,1,NA,"TNFAIP3","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18289","S96-A54","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"TBX21","Test",999,0,"Flag",0.023073164,999,999,0,NA,"TBX21","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18290","S96-A53","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL6","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL6","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18291","S96-A52","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL25","Test",22.72636283,1,"Pass",0.023073164,85.74902502,64.66610757,0.861295644,NA,"IL25","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18292","S96-A51","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"ICAM1","Test",18.97813869,0,"Flag",0.023073164,999,85.60707204,0,NA,"ICAM1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18293","S96-A50","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CD8A","Test",20.19192932,0,"Flag",0.023073164,85.70348123,75.21873216,0.184615756,NA,"CD8A","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18294","S96-A49","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CCR5","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CCR5","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18295","S96-A60","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"TRAF2","Test",16.64011857,1,"Pass",0.023073164,80.88444903,64.31636553,0.959423006,NA,"TRAF2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18296","S96-A59","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"RSAD2","Test",999,0,"Flag",0.023073164,999,999,0,NA,"RSAD2","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18297","S96-A58","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"MAP2K6","Test",16.37148809,1,"Pass",0.023073164,79.95190085,66.51019202,0.970016793,NA,"MAP2K6","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18298","S96-A57","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IRF1","Test",11.64184706,1,"Pass",0.023073164,81.22482688,64.92256322,0.974057607,NA,"IRF1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18299","S96-A56","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IFI44","Test",14.85348356,1,"Pass",0.023073164,78.97778642,999,1,NA,"IFI44","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18300","S96-A55","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"PDL-1","Test",15.71041881,1,"Pass",0.023073164,82.09271752,65.31341769,0.956725644,NA,"PDL-1","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18301","S96-A66","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"TNF","Test",18.26708583,0,"Flag",0.023073164,999,83.676347,0,NA,"TNF","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18302","S96-A65","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL7","Test",16.4194047,1,"Pass",0.023073164,80.10344491,999,1,NA,"IL7","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18303","S96-A64","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IL27","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IL27","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18304","S96-A63","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"IFNG","Test",999,0,"Flag",0.023073164,999,999,0,NA,"IFNG","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18305","S96-A62","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CTLA4","Test",999,0,"Flag",0.023073164,999,999,0,NA,"CTLA4","","Panel1","FR_RNA_T1D_MS_20251103_P1"
"18306","S96-A61","FR_RNA_T1D_MS_20251103_P1_SEEP05_wk11_NOD-M_96_IS_doublet_none_H12","Unknown",1,"CCR6","Test",15.55519548,1,"Pass",0.023073164,82.32864084,66.53644075,0.976723337,NA,"CCR6","","Panel1","FR_RNA_T1D_MS_20251103_P1"
